doc_id,row_idx
79065,1969
60416,1970
55670,1971
10500,1972
94091,1973
65157,1974
23360,1975
87011,1976
88476,1977
89997,1978
36743,1979
87249,1980
52921,1981
3260,1982
60309,1983
54711,1984
85797,1985
93111,1986
14606,1987
41235,1988
89773,1989
88262,1990
47401,1991
22151,1992
71975,1993
31024,1994
53289,1995
83534,1996
71343,1997
18730,1998
38669,1999
72191,2000
8874,2001
34163,2002
54029,2003
93225,2004
46646,2005
37375,2006
67378,2007
87235,2008
99268,2009
93543,2010
53535,2011
53457,2012
15385,2013
58900,2014
51426,2015
25255,2016
55635,2017
41962,2018
31831,2019
98240,2020
96389,2021
47124,2022
99754,2023
16429,2024
51891,2025
92897,2026
39937,2027
74774,2028
19823,2029
978,2030
51408,2031
79309,2032
52480,2033
18294,2034
82456,2035
52083,2036
50440,2037
23154,2038
37469,2039
45086,2040
60814,2041
39334,2042
50894,2043
36422,2044
8344,2045
24946,2046
91712,2047
7087,2048
3168,2049
77810,2050
76222,2051
88743,2052
63253,2053
79892,2054
57479,2055
74866,2056
57671,2057
16396,2058
71932,2059
45771,2060
58531,2061
85711,2062
19749,2063
8753,2064
3598,2065
74945,2066
9824,2067
99328,2068
62140,2069
54107,2070
68826,2071
19798,2072
27630,2073
70745,2074
22082,2075
79410,2076
59961,2077
36019,2078
91981,2079
57804,2080
87201,2081
78201,2082
6577,2083
8934,2084
34630,2085
30835,2086
33068,2087
98732,2088
19123,2089
28668,2090
99646,2091
12195,2092
95739,2093
54214,2094
35213,2095
77254,2096
14132,2097
81162,2098
74531,2099
12883,2100
97178,2101
46098,2102
30103,2103
53908,2104
85318,2105
20080,2106
59353,2107
87846,2108
81167,2109
36339,2110
57468,2111
81092,2112
4421,2113
73099,2114
8981,2115
90174,2116
80134,2117
86622,2118
98174,2119
43001,2120
3222,2121
67089,2122
88528,2123
85871,2124
6662,2125
82115,2126
23488,2127
22217,2128
76293,2129
95393,2130
52301,2131
28032,2132
88509,2133
11920,2134
36460,2135
70660,2136
45231,2137
58607,2138
23752,2139
4892,2140
29516,2141
10565,2142
27968,2143
28097,2144
73927,2145
97826,2146
60218,2147
45582,2148
33662,2149
17780,2150
41681,2151
62335,2152
24412,2153
16709,2154
97301,2155
55565,2156
18350,2157
88057,2158
24806,2159
70608,2160
72084,2161
95060,2162
26560,2163
31821,2164
72784,2165
51680,2166
45438,2167
17053,2168
51442,2169
85823,2170
6311,2171
69890,2172
57908,2173
65776,2174
45294,2175
77598,2176
4331,2177
36726,2178
88114,2179
25509,2180
31711,2181
32765,2182
91814,2183
43549,2184
37090,2185
52310,2186
82968,2187
4316,2188
93279,2189
44088,2190
63680,2191
7963,2192
2792,2193
16072,2194
42888,2195
326,2196
38542,2197
90240,2198
1979,2199
36588,2200
88818,2201
97403,2202
27657,2203
51181,2204
82407,2205
59733,2206
49755,2207
17189,2208
77235,2209
39536,2210
89456,2211
25253,2212
22792,2213
57853,2214
73776,2215
95945,2216
43680,2217
15330,2218
58280,2219
90166,2220
17596,2221
775,2222
39163,2223
59710,2224
6797,2225
8292,2226
2263,2227
88943,2228
82750,2229
22587,2230
46222,2231
50674,2232
33565,2233
42749,2234
37961,2235
80039,2236
93090,2237
13758,2238
70691,2239
84141,2240
95490,2241
47209,2242
87853,2243
22805,2244
55980,2245
28675,2246
45201,2247
69284,2248
42507,2249
60915,2250
46884,2251
30330,2252
54770,2253
57930,2254
57727,2255
63225,2256
7847,2257
68138,2258
60874,2259
34660,2260
11338,2261
74687,2262
3353,2263
42265,2264
83354,2265
95111,2266
57794,2267
23968,2268
85283,2269
12225,2270
29702,2271
66073,2272
96646,2273
12462,2274
60202,2275
58443,2276
50318,2277
99254,2278
82360,2279
90973,2280
96889,2281
6380,2282
66997,2283
18182,2284
21104,2285
23575,2286
67676,2287
37854,2288
44469,2289
36993,2290
66816,2291
42283,2292
42029,2293
45556,2294
44899,2295
88727,2296
50706,2297
12886,2298
38279,2299
83513,2300
96671,2301
31214,2302
90206,2303
70211,2304
56114,2305
34778,2306
18268,2307
35332,2308
54898,2309
21962,2310
42771,2311
59555,2312
85524,2313
12758,2314
27508,2315
77884,2316
20739,2317
47776,2318
68289,2319
6657,2320
84493,2321
20655,2322
13401,2323
45337,2324
2087,2325
8123,2326
67447,2327
81633,2328
91333,2329
85399,2330
71345,2331
68590,2332
35952,2333
14228,2334
15331,2335
96156,2336
39901,2337
38679,2338
78234,2339
66011,2340
27036,2341
84641,2342
9058,2343
18703,2344
73150,2345
93123,2346
69465,2347
2185,2348
76397,2349
56548,2350
14677,2351
61090,2352
25724,2353
80899,2354
50073,2355
71652,2356
4902,2357
68703,2358
98387,2359
78591,2360
21178,2361
69218,2362
4286,2363
16136,2364
15435,2365
53475,2366
41004,2367
13738,2368
30896,2369
29411,2370
78290,2371
10016,2372
47163,2373
19864,2374
57529,2375
93404,2376
48434,2377
58546,2378
13328,2379
83341,2380
23130,2381
88855,2382
28528,2383
83003,2384
39856,2385
34497,2386
31091,2387
79957,2388
59584,2389
68768,2390
91260,2391
58084,2392
59001,2393
92005,2394
36978,2395
39579,2396
42617,2397
438,2398
47332,2399
44353,2400
6748,2401
94508,2402
4052,2403
3766,2404
27760,2405
98318,2406
3987,2407
42498,2408
36769,2409
66285,2410
97212,2411
24367,2412
83322,2413
99953,2414
78552,2415
41048,2416
60593,2417
33743,2418
83239,2419
55180,2420
3868,2421
18599,2422
67121,2423
7214,2424
37327,2425
92876,2426
30858,2427
48398,2428
92299,2429
20652,2430
7881,2431
68082,2432
35981,2433
81470,2434
59393,2435
5648,2436
21822,2437
81460,2438
53995,2439
43232,2440
1784,2441
17527,2442
32211,2443
36678,2444
12046,2445
34628,2446
90374,2447
2591,2448
76877,2449
61027,2450
36385,2451
95506,2452
62125,2453
28395,2454
95734,2455
71961,2456
95698,2457
95827,2458
